Date,Price,Open,High,Low,Volume,Chg%
"Feb 11, 2020",71.285,71.235,71.33,71.179,6.17K,-0.01%
"Feb 10, 2020",71.29,71.4,71.457,71.285,8.31K,-0.31%
"Feb 07, 2020",71.515,71.26,71.538,71.213,6.21K,0.41%
"Feb 6, 2020",71.225,71.181,71.3,71.106,6.37K,0.05%
"Feb 5, 2020",71.19,71.11,71.3,71.11,4.24K,0.11%
"Feb 4, 2020",71.115,71.215,71.297,71.09,6.65K,-0.29%
"Feb 3, 2020",71.324,71.523,71.653,71.268,7.48K,-0.32%
"Jan 31, 2020",71.555,71.575,71.578,71.294,8.25K,0.01%
"Jan 30, 2020",71.55,71.42,71.66,71.39,3.41K,0.34%
"Jan 29, 2020",71.31,71.24,71.411,71.165,7.10K,0.15%
"Jan 28, 2020",71.2,71.432,71.432,71.2,6.62K,-0.35%
"Jan 27, 2020",71.45,71.475,71.52,71.373,5.00K,0.17%
"Jan 24, 2020",71.33,71.34,71.371,71.22,3.39K,-0.10%
"Jan 23, 2020",71.4,71.19,71.465,71.169,6.19K,0.45%
"Jan 22, 2020",71.08,71.18,71.265,71.076,5.63K,-0.13%
"Jan 21, 2020",71.17,71.19,71.25,71.121,3.97K,0.18%
"Jan 20, 2020",71.04,71.07,71.16,71.01,5.07K,-0.05%
"Jan 17, 2020",71.079,70.953,71.099,70.933,6.69K,0.14%
"Jan 16, 2020",70.978,70.775,71.007,70.775,6.30K,0.36%
"Jan 15, 2020",70.72,71,71.023,70.682,5.32K,-0.18%
"Jan 14, 2020",70.85,70.72,70.975,70.72,6.81K,0.20%
"Jan 13, 2020",70.71,70.805,70.945,70.71,6.16K,-0.35%
"Jan 10, 2020",70.96,71.24,71.26,70.848,7.39K,-0.35%
"Jan 09, 2020",71.21,71.51,71.544,71.134,7.00K,-0.42%
"Jan 08, 2020",71.51,71.954,72.114,71.466,7.40K,-0.47%
"Jan 07, 2020",71.845,71.765,71.923,71.67,6.69K,-0.03%
"Jan 6, 2020",71.867,72.011,72.123,71.834,7.44K,0.14%
"Jan 3, 2020",71.77,71.61,71.844,71.52,7.49K,0.59%
"Jan 2, 2020",71.35,71.235,71.408,71.235,4.63K,0.17%
"Jan 1, 2020",71.228,71.365,71.377,71.225,1.16K,-0.18%
"Dec 31, 2019",71.355,71.275,71.385,71.225,3.44K,0.05%
"Dec 30, 2019",71.32,71.34,71.427,71.29,6.60K,-0.19%
"Dec 27, 2019",71.455,71.305,71.505,71.185,4.64K,0.22%
"Dec 26, 2019",71.3,71.26,71.353,71.23,3.37K,0.03%
"Dec 25, 2019",71.28,71.28,71.28,71.28,0,0.00%
"Dec 24, 2019",71.28,71.21,71.317,71.153,4.82K,0.08%
"Dec 23, 2019",71.22,71.113,71.3,71.11,6.21K,0.23%
"Dec 20, 2019",71.06,71.13,71.256,71.045,8.57K,-0.17%
"Dec 19, 2019",71.18,70.993,71.214,70.88,6.89K,0.25%
"Dec 18, 2019",71,71.01,71.125,70.924,6.95K,-0.05%
"Dec 17, 2019",71.035,70.955,71.065,70.832,6.49K,0.17%
"Dec 16, 2019",70.915,70.755,71.05,70.755,6.89K,0.17%
"Dec 13, 2019",70.798,70.553,70.883,70.503,4.91K,0.32%
"Dec 12, 2019",70.57,70.67,70.91,70.531,5.39K,-0.20%
"Dec 11, 2019",70.71,70.823,70.942,70.71,8.39K,-0.14%
"Dec 10, 2019",70.81,70.962,71.043,70.808,4.77K,-0.23%
"Dec 09, 2019",70.97,71.3,71.3,70.97,4.37K,-0.44%
"Dec 06, 2019",71.283,71.245,71.446,71.174,2.02K,0.04%
"Dec 5, 2019",71.252,71.505,71.677,71.18,2.29K,-0.31%
"Dec 4, 2019",71.474,71.803,71.823,71.452,1.74K,-0.37%
"Dec 3, 2019",71.74,71.63,71.816,71.532,1.75K,0.15%
"Dec 2, 2019",71.634,71.795,71.825,71.603,1.60K,-0.16%
"Nov 29, 2019",71.749,71.613,71.872,71.603,1.66K,0.34%
"Nov 28, 2019",71.505,71.245,71.665,71.235,1.47K,0.34%
"Nov 27, 2019",71.26,71.45,71.493,71.233,1.70K,-0.31%
"Nov 26, 2019",71.48,71.684,71.69,71.48,1.85K,-0.29%
"Nov 25, 2019",71.689,71.695,71.763,71.61,3.84K,-0.14%
"Nov 22, 2019",71.792,71.756,71.876,71.662,4.65K,0.06%
"Nov 21, 2019",71.75,71.79,71.905,71.717,4.63K,0.01%
"Nov 20, 2019",71.746,71.833,71.916,71.643,5.37K,-0.12%
"Nov 19, 2019",71.83,71.92,72.015,71.605,6.86K,-0.16%
"Nov 18, 2019",71.945,71.665,71.945,71.565,4.84K,0.41%
"Nov 15, 2019",71.65,71.8,71.878,71.594,4.80K,-0.44%
"Nov 14, 2019",71.966,72.082,72.252,71.857,7.14K,-0.26%
"Nov 13, 2019",72.15,71.76,72.15,71.657,5.86K,0.50%
"Nov 12, 2019",71.79,71.582,71.79,71.544,0.23K,0.31%
"Nov 11, 2019",71.57,71.37,71.61,71.29,5.84K,0.29%
"Nov 08, 2019",71.36,71.28,71.364,71.165,4.29K,0.44%
"Nov 07, 2019",71.047,71.018,71.118,70.886,4.17K,0.05%
"Nov 6, 2019",71.01,70.769,71.036,70.769,4.79K,0.33%
"Nov 5, 2019",70.775,70.804,70.855,70.625,4.46K,-0.02%
"Nov 4, 2019",70.789,70.552,70.802,70.552,4.11K,0.04%
"Nov 1, 2019",70.76,70.972,70.99,70.76,4.05K,-0.31%
"Oct 31, 2019",70.98,70.762,71.065,70.724,4.66K,0.04%
"Oct 30, 2019",70.953,70.871,71.026,70.84,3.82K,0.09%
"Oct 29, 2019",70.89,70.75,70.92,70.69,4.45K,0.20%
"Oct 28, 2019",70.745,70.822,70.842,70.684,0.30K,-0.11%
"Oct 25, 2019",70.82,71.045,71.073,70.782,4.24K,-0.20%
"Oct 24, 2019",70.965,70.715,71.085,70.715,4.94K,0.34%
"Oct 23, 2019",70.725,71.005,71.033,70.725,3.78K,-0.12%
"Oct 22, 2019",70.809,70.912,71.007,70.809,4.77K,-0.16%
"Oct 21, 2019",70.925,71.075,71.075,70.778,0.30K,-0.23%
"Oct 18, 2019",71.09,71.2,71.32,71.04,1.82K,-0.06%
"Oct 17, 2019",71.13,71.362,71.475,71.096,2.07K,-0.33%
"Oct 16, 2019",71.364,71.562,71.733,71.348,6.22K,-0.19%
"Oct 15, 2019",71.5,71.248,71.605,71.22,5.15K,0.37%
"Oct 14, 2019",71.237,70.894,71.249,70.74,4.68K,0.44%
"Oct 11, 2019",70.924,70.816,71.091,70.799,2.98K,-0.09%
"Oct 10, 2019",70.99,70.96,71.165,70.96,4.66K,-0.18%
"Oct 09, 2019",71.12,71.18,71.23,70.945,4.49K,-0.14%
"Oct 08, 2019",71.22,70.996,71.233,70.933,0.28K,0.35%
"Oct 07, 2019",70.975,70.959,71.106,70.913,4.33K,0.21%
"Oct 4, 2019",70.825,70.81,71.04,70.765,5.31K,-0.29%
"Oct 3, 2019",71.03,71.21,71.37,70.865,5.21K,-0.17%
"Oct 2, 2019",71.15,71.117,71.368,71.1,0.09K,0.06%
"Oct 1, 2019",71.11,70.655,71.17,70.655,4.86K,0.66%
"Sep 30, 2019",70.645,70.425,70.885,70.358,1.75K,0.19%
"Sep 27, 2019",70.509,70.951,70.98,70.364,4.94K,-0.64%
"Sep 26, 2019",70.964,71.035,71.036,70.837,5.94K,-0.03%
"Sep 25, 2019",70.988,70.976,71.154,70.947,4.45K,0.02%
"Sep 24, 2019",70.971,70.796,71.066,70.736,6.21K,0.24%
"Sep 23, 2019",70.799,71.023,71.053,70.779,5.54K,-0.39%
"Sep 20, 2019",71.075,71.205,71.205,70.685,5.84K,-0.42%
"Sep 19, 2019",71.375,71.345,71.385,71.05,5.48K,0.32%
"Sep 18, 2019",71.145,71.515,71.53,71.145,5.01K,-0.48%
"Sep 17, 2019",71.49,71.827,71.99,71.366,5.18K,-0.13%
"Sep 16, 2019",71.58,71.69,71.69,71.41,5.36K,0.84%
"Sep 13, 2019",70.985,70.972,71.16,70.847,5.33K,0.03%
"Sep 12, 2019",70.967,71.588,71.588,70.917,6.69K,-0.85%
"Sep 11, 2019",71.577,71.877,71.897,71.514,5.05K,-0.41%
"Sep 10, 2019",71.875,71.755,72.002,71.739,0.19K,0.14%
"Sep 09, 2019",71.778,71.728,71.787,71.504,5.03K,0.19%
"Sep 06, 2019",71.645,71.887,71.928,71.605,4.56K,-0.39%
"Sep 5, 2019",71.928,71.986,72.011,71.797,5.65K,-0.08%
"Sep 4, 2019",71.989,72.2,72.315,71.944,7.19K,-0.25%
"Sep 3, 2019",72.17,71.96,72.412,71.96,5.43K,0.28%
"Sep 2, 2019",71.969,71.467,72.003,71.467,0.31K,0.72%
"Aug 30, 2019",71.453,71.772,71.817,71.357,4.97K,-0.33%
"Aug 29, 2019",71.69,71.913,72.1,71.624,6.57K,-0.19%
"Aug 28, 2019",71.829,71.564,71.904,71.492,2.74K,0.40%
"Aug 27, 2019",71.543,72.03,72.03,71.383,3.40K,-0.67%
"Aug 26, 2019",72.025,71.92,72.26,71.863,5.55K,0.72%
"Aug 23, 2019",71.513,71.96,72.061,71.513,0,-0.58%
"Aug 22, 2019",71.93,71.6,72.004,71.6,0,0.69%
"Aug 21, 2019",71.439,71.562,71.623,71.353,0,-0.15%
"Aug 20, 2019",71.549,71.523,71.827,71.523,0,0.14%
"Aug 19, 2019",71.451,71.213,71.5,71.063,0,0.42%
"Aug 16, 2019",71.155,71.365,71.492,71.045,0,-0.91%
"Aug 15, 2019",71.81,71.507,71.829,71.309,0,0.75%
"Aug 14, 2019",71.275,70.995,71.365,70.845,0,-0.20%
"Aug 13, 2019",71.418,71.132,71.493,71.032,0,0.19%
"Aug 12, 2019",71.283,71.014,71.367,70.993,0,0.51%
"Aug 09, 2019",70.924,70.443,70.924,70.443,0,0.72%
"Aug 08, 2019",70.42,71.17,71.17,70.42,0,-1.02%
"Aug 07, 2019",71.145,70.965,71.195,70.604,0,0.15%
"Aug 6, 2019",71.04,70.81,71.04,70.47,0,0.31%
"Aug 5, 2019",70.821,70.117,70.839,70.117,0,1.61%
"Aug 2, 2019",69.7,69.23,69.7,69.21,0,0.99%
"Aug 1, 2019",69.017,69.267,69.267,69.002,0,0.21%
"Jul 31, 2019",68.875,68.853,68.96,68.761,0,0.02%
"Jul 30, 2019",68.862,68.766,68.903,68.663,0,0.16%
"Jul 29, 2019",68.755,68.9,68.965,68.705,0,-0.18%
"Jul 26, 2019",68.88,69.151,69.151,68.816,0,-0.23%
"Jul 25, 2019",69.041,68.992,69.078,68.885,0,0.09%
"Jul 24, 2019",68.98,69.02,69.109,68.921,0,-0.08%
"Jul 23, 2019",69.033,68.944,69.059,68.903,0,0.15%
"Jul 22, 2019",68.93,68.955,69.07,68.88,0,0.10%
"Jul 19, 2019",68.86,68.81,68.955,68.722,0,0.01%
"Jul 18, 2019",68.855,68.773,69.005,68.718,0,0.01%
"Jul 17, 2019",68.846,68.688,68.904,68.64,0,0.29%
"Jul 16, 2019",68.65,68.54,68.77,68.521,0,0.15%
"Jul 15, 2019",68.545,68.535,68.615,68.477,0,-0.02%
"Jul 12, 2019",68.56,68.46,68.695,68.433,0,0.22%
"Jul 11, 2019",68.41,68.414,68.495,68.28,0,-0.01%
"Jul 10, 2019",68.419,68.62,68.695,68.318,0,-0.21%
"Jul 09, 2019",68.565,68.665,68.858,68.513,0,0.00%
"Jul 08, 2019",68.566,68.582,68.767,68.497,0,0.17%
"Jul 05, 2019",68.45,68.539,68.785,68.385,0,-0.11%
"Jul 4, 2019",68.527,68.817,68.914,68.489,0,-0.40%
"Jul 3, 2019",68.8,68.885,68.963,68.795,0,-0.13%
"Jul 2, 2019",68.89,68.924,69.075,68.87,0,0.01%
"Jul 1, 2019",68.885,68.944,69.09,68.83,0,-0.09%
"Jun 28, 2019",68.95,69.048,69.125,68.866,0,-0.20%
"Jun 27, 2019",69.088,69.21,69.353,69.03,0,-0.23%
"Jun 26, 2019",69.245,69.32,69.518,69.11,0,-0.13%
"Jun 25, 2019",69.334,69.266,69.439,69.238,0,0.09%
"Jun 24, 2019",69.273,69.629,69.63,69.264,0,-0.49%
"Jun 21, 2019",69.615,69.755,69.76,69.504,0,0.14%
"Jun 20, 2019",69.52,69.49,69.675,69.334,0,-0.19%
"Jun 19, 2019",69.65,69.55,69.808,69.5,0,0.06%
"Jun 18, 2019",69.61,69.868,69.891,69.609,0,-0.34%
"Jun 17, 2019",69.85,69.81,69.982,69.74,0,0.02%
"Jun 14, 2019",69.833,69.566,69.865,69.53,0,0.44%
"Jun 13, 2019",69.53,69.379,69.58,69.314,0,0.22%
"Jun 12, 2019",69.375,69.414,69.455,69.257,0,-0.01%
"Jun 11, 2019",69.385,69.534,69.534,69.342,0,-0.22%
"Jun 10, 2019",69.535,69.375,69.685,69.375,0,0.26%
"Jun 07, 2019",69.355,69.146,69.551,69.114,0,0.27%
"June 6, 2019",69.165,69.405,69.46,69.165,0,-0.32%
"June 5, 2019",69.385,69.334,69.423,69.178,0,0.14%
"June 4, 2019",69.291,69.068,69.343,69.033,0,0.17%
"June 3, 2019",69.171,69.618,69.622,69.128,0,-0.59%
"May 31, 2019",69.58,69.839,69.927,69.58,0,-0.35%
"May 30, 2019",69.825,69.835,69.935,69.703,0,-0.03%
"May 29, 2019",69.845,69.587,70.003,69.579,0,0.34%
"May 28, 2019",69.61,69.516,69.755,69.516,0,0.15%
"May 27, 2019",69.504,69.412,69.633,69.362,0,0.18%
"May 24, 2019",69.38,69.699,69.811,69.377,0,-0.41%
"May 23, 2019",69.665,69.666,70.065,69.375,0,0.02%
"May 22, 2019",69.65,69.668,69.811,69.614,0,0.01%
"May 21, 2019",69.645,69.817,69.825,69.62,0,0.05%
"May 20, 2019",69.609,69.405,69.778,69.373,0,-0.95%
"May 17, 2019",70.28,70.22,70.288,70.067,0,0.21%
"May 16, 2019",70.13,70.219,70.342,69.966,0,-0.17%
"May 15, 2019",70.249,70.322,70.442,70.174,0,-0.12%
"May 14, 2019",70.332,70.596,70.616,70.252,0,-0.34%
"May 13, 2019",70.57,70.015,70.651,69.984,0,0.79%
"May 10, 2019",70.015,70.091,70.114,69.756,0,-0.26%
"May 09, 2019",70.2,69.719,70.276,69.719,0,0.69%
"May 08, 2019",69.72,69.596,69.751,69.448,0,0.11%
"May 07, 2019",69.645,69.421,69.646,69.285,0,0.38%
"May 6, 2019",69.38,69.31,69.485,69.31,0,0.41%
"May 3, 2019",69.095,69.436,69.441,69.095,0,-0.45%
"May 2, 2019",69.41,69.62,69.634,69.32,0,-0.19%
"May 1, 2019",69.545,69.601,69.603,69.466,0,-0.15%
"Apr 30, 2019",69.647,69.831,69.913,69.536,0,-0.24%
"Apr 29, 2019",69.817,69.879,69.895,69.797,0,-0.05%
"Apr 26, 2019",69.85,70.173,70.247,69.81,0,-0.46%
"Apr 25, 2019",70.17,70.01,70.335,69.92,0,0.30%
"Apr 24, 2019",69.96,69.779,70,69.762,0,0.27%
"Apr 23, 2019",69.77,69.63,69.84,69.54,0,0.10%
"Apr 22, 2019",69.7,69.366,69.906,69.366,0,0.42%
"Apr 19, 2019",69.407,69.416,69.429,69.355,0,0.02%
"Apr 18, 2019",69.395,69.417,69.619,69.33,0,-0.05%
"Apr 17, 2019",69.431,69.547,69.57,69.362,0,-0.14%
"Apr 16, 2019",69.53,69.422,69.69,69.422,0,0.19%
"Apr 15, 2019",69.395,69.174,69.483,69.045,0,0.30%
"Apr 12, 2019",69.19,69.03,69.39,69.03,0,0.25%
"Apr 11, 2019",69.02,69.164,69.222,68.837,0,-0.19%
"Apr 10, 2019",69.15,69.258,69.366,69.09,0,-0.19%
"Apr 09, 2019",69.28,69.538,69.74,69.248,0,-0.40%
"Apr 08, 2019",69.555,69.335,69.72,69.335,0,0.56%
"Apr 05, 2019",69.17,68.992,69.338,68.986,0,0.28%
"Apr 4, 2019",68.98,68.54,69.22,68.52,0,0.77%
"Apr 3, 2019",68.45,68.73,68.835,68.39,0,-0.68%
"Apr 2, 2019",68.92,69.28,69.39,68.72,0,-0.41%
"Apr 1, 2019",69.205,69.356,69.424,69.185,0,0.03%
"Mar 29, 2019",69.185,69.178,69.32,69.042,0,-0.01%
"Mar 28, 2019",69.19,69.124,69.38,68.95,0,0.13%
"Mar 27, 2019",69.1,69.039,69.187,68.78,0,0.15%
"Mar 26, 2019",68.996,68.931,69.017,68.779,0,0.15%
"Mar 25, 2019",68.89,69.159,69.176,68.795,0,-0.40%
"Mar 22, 2019",69.17,68.65,69.17,68.54,0,0.52%
"Mar 21, 2019",68.81,68.565,68.81,68.51,0,0.03%
"Mar 20, 2019",68.79,69.027,69.176,68.731,0,-0.33%
"Mar 19, 2019",69.015,68.619,69.067,68.35,0,0.57%
"Mar 18, 2019",68.625,68.959,68.959,68.431,0,-0.49%
"Mar 15, 2019",68.963,69.357,69.372,68.935,0,-0.58%
"Mar 14, 2019",69.365,69.525,69.755,69.255,0,-0.24%
"Mar 13, 2019",69.529,69.607,69.794,69.419,0,-0.14%
"Mar 12, 2019",69.625,69.821,69.821,69.491,0,-0.32%
"Mar 11, 2019",69.85,70.028,70.041,69.808,0,-0.23%
"Mar 08, 2019",70.012,70.111,70.245,69.827,0,-0.15%
"Mar 07, 2019",70.116,70.151,70.152,69.95,0,0.05%
"Mar 6, 2019",70.08,70.479,70.692,70.022,0,-0.58%
"Mar 5, 2019",70.49,70.963,70.975,70.448,0,-0.59%
"Mar 4, 2019",70.91,70.815,70.923,70.8,0,-0.13%
"Mar 1, 2019",71,70.811,71,70.715,0,0.23%
"Feb 28, 2019",70.84,71.231,71.271,70.713,0,-0.51%
"Feb 27, 2019",71.2,71.01,71.491,70.929,0,0.34%
"Feb 26, 2019",70.96,70.829,71.346,70.809,0,0.18%
"Feb 25, 2019",70.834,71.034,71.102,70.827,0,-0.28%
"Feb 22, 2019",71.035,71.195,71.265,71.035,0,-0.18%
"Feb 21, 2019",71.165,71.061,71.28,70.925,0,0.22%
"Feb 20, 2019",71.01,71.32,71.344,70.933,0,-0.41%
"Feb 19, 2019",71.3,71.351,71.602,71.251,0,-0.12%
"Feb 18, 2019",71.387,71.335,71.537,71.326,0,0.08%
"Feb 15, 2019",71.33,71.028,71.464,71.028,0,0.44%
"Feb 14, 2019",71.02,70.869,71.233,70.8,0,0.20%
"Feb 13, 2019",70.875,70.541,70.88,70.397,0,0.48%
"Feb 12, 2019",70.535,71.254,71.254,70.515,0,-0.85%
"Feb 11, 2019",71.14,71.24,71.301,71.038,0,-0.05%
"Feb 08, 2019",71.175,71.395,71.434,71.015,0,-0.18%
"Feb 07, 2019",71.3,71.639,71.769,71.271,0,-0.35%
"Feb 6, 2019",71.55,71.52,71.683,71.492,0,0.03%
"Feb 5, 2019",71.53,71.714,71.812,71.528,0,-0.25%
"Feb 4, 2019",71.71,71.469,71.845,71.462,0,0.38%
"Feb 1, 2019",71.435,71.115,71.485,70.952,0,0.67%
"Jan 31, 2019",70.96,70.959,71.215,70.865,0,-0.39%
"Jan 30, 2019",71.235,71.423,71.423,71.123,0,-0.22%
"Jan 29, 2019",71.39,71.085,71.461,71.026,0,0.45%
"Jan 28, 2019",71.07,70.92,71.196,70.915,0,0.24%
"Jan 25, 2019",70.9,71.04,71.25,70.89,0,-0.14%
"Jan 24, 2019",71,71.147,71.315,70.955,0,-0.27%
"Jan 23, 2019",71.19,71.24,71.37,71.115,0,-0.10%
"Jan 22, 2019",71.26,71.197,71.466,71.165,0,0.10%
"Jan 21, 2019",71.188,71.205,71.538,71.14,0,-0.03%
"Jan 18, 2019",71.21,71.04,71.274,70.987,0,0.23%
"Jan 17, 2019",71.05,71.146,71.416,70.972,0,0.10%
"Jan 16, 2019",70.98,71.11,71.265,70.934,0,-0.17%
"Jan 15, 2019",71.1,70.75,71.156,70.723,0,0.48%
"Jan 14, 2019",70.76,70.4,70.95,70.36,0,0.51%
"Jan 11, 2019",70.399,70.43,70.601,70.357,0,-0.03%
"Jan 10, 2019",70.42,70.53,70.655,70.318,0,-0.20%
"Jan 09, 2019",70.56,70.11,70.648,70.05,0,0.60%
"Jan 08, 2019",70.14,69.806,70.24,69.765,0,0.48%
"Jan 07, 2019",69.803,69.532,69.953,69.255,0,0.36%
"Jan 4, 2019",69.55,70.115,70.145,69.55,0,-0.80%
"Jan 3, 2019",70.11,70.3,70.531,70.034,0,0.16%
"Jan 2, 2019",70,69.469,70.255,69.469,0,0.79%
"Jan 1, 2019",69.453,69.635,69.745,69.435,0,-0.17%
"Dec 31, 2018",69.57,69.783,69.946,69.57,0,-0.52%
"Dec 28, 2018",69.933,70.151,70.151,69.885,0,-0.61%
"Dec 27, 2018",70.361,70.088,70.404,70.088,0,0.42%
"Dec 26, 2018",70.07,70.065,70.17,69.755,0,0.03%
"Dec 25, 2018",70.05,70.05,70.05,70.05,0,-0.08%
"Dec 24, 2018",70.105,70.151,70.296,69.873,0,-0.05%
"Dec 21, 2018",70.14,70.003,70.32,69.75,0,0.23%
"Dec 20, 2018",69.98,70.697,70.716,69.655,0,-0.43%
"Dec 19, 2018",70.279,70.357,70.482,69.862,0,-0.48%
"Dec 18, 2018",70.62,71.34,71.361,70.421,0,-1.38%
"Dec 17, 2018",71.61,71.9,71.9,71.496,0,-0.43%
"Dec 14, 2018",71.92,71.55,72.043,71.55,0,0.55%
"Dec 13, 2018",71.53,71.858,71.858,71.456,0,-0.43%
"Dec 12, 2018",71.84,72.283,72.283,71.769,0,-0.62%
"Dec 11, 2018",72.291,72.506,72.506,71.691,0,-0.32%
"Dec 10, 2018",72.52,71.36,72.637,71.24,0,2.34%
"Dec 07, 2018",70.86,70.57,70.86,70.453,0,0.01%
"Dec 6, 2018",70.85,70.81,71.15,70.745,0,0.41%
"Dec 5, 2018",70.56,70.71,70.75,70.39,0,0.04%
"Dec 4, 2018",70.53,70.5,70.69,70.33,0,0.13%
"Dec 3, 2018",70.44,69.88,70.47,69.88,0,1.13%
"Nov 30, 2018",69.65,69.695,69.915,69.57,0,-0.19%
"Nov 29, 2018",69.78,70.11,70.145,69.78,0,-1.22%
"Nov 28, 2018",70.64,70.9,70.9,70.58,0,-0.20%
"Nov 27, 2018",70.785,70.815,71.03,70.71,0,-0.05%
"Nov 26, 2018",70.82,70.495,70.905,70.31,0,0.23%
"Nov 23, 2018",70.655,70.675,70.675,70.655,0,-0.05%
"Nov 22, 2018",70.69,71.135,71.195,70.675,0,-0.86%
"Nov 21, 2018",71.305,71.415,71.415,71.305,0,-0.17%
"Nov 20, 2018",71.43,71.37,71.523,71.287,0,-0.25%
"Nov 19, 2018",71.61,71.925,72.082,71.55,0,-0.51%
"Nov 16, 2018",71.98,71.995,71.995,71.715,0,0.09%
"Nov 15, 2018",71.915,72.035,72.185,71.87,0,-0.55%
"Nov 14, 2018",72.31,72.175,72.405,72.005,0,-0.42%
"Nov 13, 2018",72.615,72.795,72.81,72.515,0,-0.34%
"Nov 12, 2018",72.86,72.735,73.067,72.735,0,0.52%
"Nov 09, 2018",72.48,72.68,72.828,72.415,0,0.14%
"Nov 08, 2018",72.38,72.46,72.46,72.38,0,-0.10%
"Nov 07, 2018",72.45,72.95,72.95,72.45,0,-0.69%
"Nov 6, 2018",72.955,72.945,73.075,72.905,0,-0.17%
"Nov 5, 2018",73.08,72.807,73.135,72.757,0,0.88%
"Nov 2, 2018",72.44,73.125,73.215,72.43,0,-1.38%
"Nov 1, 2018",73.455,73.855,73.873,73.455,0,-0.68%
"Oct 31, 2018",73.96,73.92,74.14,73.8,0,0.38%
"Oct 30, 2018",73.68,73.56,73.705,73.52,0,0.38%
"Oct 29, 2018",73.4,73.355,73.525,73.322,0,-0.08%
"Oct 26, 2018",73.46,73.43,73.472,73.27,0,0.31%
"Oct 25, 2018",73.23,73.35,73.38,73.165,0,0.00%
"Oct 24, 2018",73.23,73.16,73.343,73.1,0,-0.44%
"Oct 23, 2018",73.55,73.71,73.833,73.51,0,-0.01%
"Oct 22, 2018",73.56,73.305,73.565,73.192,0,0.25%
"Oct 19, 2018",73.375,73.605,73.655,73.295,0,-0.21%
"Oct 18, 2018",73.53,73.59,73.615,73.485,0,-0.10%
"Oct 17, 2018",73.6,73.42,73.67,73.373,0,0.18%
"Oct 16, 2018",73.465,73.81,73.96,73.465,0,-0.41%
"Oct 15, 2018",73.77,73.803,74.07,73.77,0,0.22%
"Oct 12, 2018",73.61,73.83,73.86,73.53,0,-0.59%
"Oct 11, 2018",74.05,74.38,74.49,74.005,0,-0.27%
"Oct 10, 2018",74.25,74.16,74.293,74.06,0,-0.12%
"Oct 09, 2018",74.34,73.91,74.405,73.88,0,0.37%
"Oct 08, 2018",74.065,73.87,74.1,73.765,0,0.40%
"Oct 05, 2018",73.77,73.62,74.25,73.425,0,0.19%
"Oct 4, 2018",73.63,73.71,73.825,73.5,0,0.39%
"Oct 3, 2018",73.345,73.265,73.43,72.92,0,0.58%
"Oct 2, 2018",72.925,72.925,72.925,72.925,0,0.00%
"Oct 1, 2018",72.925,72.605,72.945,72.605,0,0.57%
"Sep 28, 2018",72.51,72.57,72.67,72.405,0,-0.08%
"Sep 27, 2018",72.57,72.43,72.77,72.39,0,-0.04%
"Sep 26, 2018",72.6,72.71,72.755,72.537,0,-0.12%
"Sep 25, 2018",72.685,72.905,72.96,72.575,0,0.02%
"Sep 24, 2018",72.67,72.48,72.74,72.34,0,0.60%
"Sep 21, 2018",72.24,71.86,72.48,71.76,0,0.31%
"Sep 20, 2018",72.015,72.345,72.345,72.015,0,-0.48%
"Sep 19, 2018",72.36,72.72,72.875,72.345,0,-0.48%
"Sep 18, 2018",72.71,72.56,72.99,72.36,0,0.23%
"Sep 17, 2018",72.54,72.53,72.695,72.315,0,0.92%
"Sep 14, 2018",71.88,71.7,71.995,71.535,0,-0.22%
"Sep 13, 2018",72.037,72.037,72.037,72.037,0,-0.17%
"Sep 12, 2018",72.16,72.843,72.92,71.925,0,-0.66%
"Sep 11, 2018",72.64,72.31,72.75,72.25,0,0.26%
"Sep 10, 2018",72.455,72.135,72.68,72.075,0,0.93%
"Sep 07, 2018",71.79,71.96,72.045,71.665,0,-0.22%
"Sep 6, 2018",71.95,71.63,72.105,71.63,0,0.27%
"Sep 5, 2018",71.755,71.405,71.955,71.375,0,0.24%
"Sep 4, 2018",71.585,71.285,71.585,71.095,0,0.52%
"Sep 3, 2018",71.215,70.79,71.22,70.725,0,0.30%
"Aug 31, 2018",71.005,70.955,71.025,70.855,0,0.37%
"Aug 30, 2018",70.745,70.635,70.875,70.595,0,0.30%
"Aug 29, 2018",70.535,70.325,70.635,70.24,0,0.62%
"Aug 28, 2018",70.1,70.05,70.297,70.05,0,-0.09%
"Aug 27, 2018",70.165,69.765,70.165,69.705,0,0.28%
"Aug 24, 2018",69.97,70.22,70.24,69.898,0,-0.19%
"Aug 23, 2018",70.105,70.015,70.17,69.968,0,0.34%
"Aug 22, 2018",69.87,69.88,69.895,69.8,0,0.01%
"Aug 21, 2018",69.86,69.665,69.92,69.535,0,0.06%
"Aug 20, 2018",69.82,69.82,69.88,69.6,0,-0.40%
"Aug 17, 2018",70.1,70.13,70.16,70.08,0,0.01%
"Aug 16, 2018",70.09,70.23,70.42,70.09,0,0.24%
"Aug 15, 2018",69.92,69.92,69.92,69.92,0,-0.06%
"Aug 14, 2018",69.96,69.86,70.09,69.7,0,-0.09%
"Aug 13, 2018",70.02,69.485,70.02,69.405,0,1.64%
"Aug 10, 2018",68.89,68.845,69.025,68.767,0,0.19%
"Aug 09, 2018",68.76,68.48,68.76,68.46,0,0.15%
"Aug 08, 2018",68.66,68.678,68.715,68.58,0,0.04%
"Aug 07, 2018",68.63,68.82,68.94,68.63,0,-0.29%
